Customer_Name,Customer_Job,Customer_Age,Gender,Credit_Rating,Collateral_Type,Customer_ID
Dina Hamdy,Freelancer,27,Female,B,Vehicle,CUST-18772
Bassem Zaki,Teacher,62,Male,D,Land,CUST-18773
Mostafa Mahmoud,Sales_Rep,51,Male,C,Vehicle,CUST-18774
Ahmed Zaki,Doctor,24,Female,D,,CUST-18775
Mostafa Reda,Doctor,54,Female,D,Vehicle,CUST-18776
Salma Hamdy,Sales_Rep,58,Female,A,Land,CUST-18777
Bassem Adel,Technician,30,Female,C,Land,CUST-18778
Hamdy Saied,Freelancer,24,Female,A,Land,CUST-18779
Ahmed Reda,Technician,47,Female,C,,CUST-18780
Bassem Ibrahim,Teacher,50,Female,D,Land,CUST-18781
Mostafa Zaki,Accountant,26,Female,C,,CUST-18782
Mahmoud El-Sayed,Technician,21,Male,C,,CUST-18783
Bassem Ghanem,Engineer,45,Female,D,,CUST-18784
Tarek Hamdy,Accountant,47,Male,A,Land,CUST-18785
Hoda Zaki,Freelancer,47,Female,A,,CUST-18786
Nabil Amr,Teacher,25,Male,C,Vehicle,CUST-18787
Mostafa Hamdy,Doctor,27,Male,B,Land,CUST-18788
Layla Amr,Accountant,23,Male,D,Vehicle,CUST-18789
Layla Amr,Engineer,44,Male,D,,CUST-18790
Heba Adel,Sales_Rep,61,Female,C,,CUST-18791
,Freelancer,47,Male,A,,CUST-18792
Dina El-Sayed,Engineer,31,Female,A,Vehicle,CUST-18793
Ahmed Hassan,Sales_Rep,48,Female,A,,CUST-18794
Hoda Fawzy,Sales_Rep,41,Female,B,Land,CUST-18795
Ibrahim Ghanem,Accountant,21,Female,A,Vehicle,CUST-18796
Heba Ghanem,Freelancer,57,Male,C,Vehicle,CUST-18797
Hamdy Fawzy,Accountant,31,Female,A,Land,CUST-18798
Sherif Abdel-Aziz,Freelancer,58,Female,A,,CUST-18799
Hassan Hassan,Freelancer,63,Male,B,Vehicle,CUST-18800
Dina Adel,Technician,60,Male,B,,CUST-18801
Hassan Zaki,Sales_Rep,49,Female,A,,CUST-18802
Hoda Mansour,Accountant,42,Male,B,Land,CUST-18803
Ibrahim Mansour,Teacher,44,Male,A,,CUST-18804
Hamdy Reda,Teacher,50,Male,C,Land,CUST-18805
Mona Ghanem,Teacher,27,Female,A,Land,CUST-18806
Heba Kamel,Freelancer,27,Female,B,Vehicle,CUST-18807
Karim Mahmoud,Sales_Rep,39,Male,B,Vehicle,CUST-18808
Bassem Fawzy,Doctor,56,Male,D,Land,CUST-18809
Zaki Ibrahim,Technician,45,Male,B,Vehicle,CUST-18810
Mahmoud Ibrahim,Accountant,24,Male,D,Land,CUST-18811
Sherif Hamdy,Sales_Rep,45,Female,A,,CUST-18812
Hamdy Saied,Freelancer,57,Male,C,Vehicle,CUST-18813
Sherif Fawzy,Teacher,49,Male,B,Vehicle,CUST-18814
Dina Hamdy,Engineer,27,Female,D,,CUST-18815
Fatma Mahmoud,Doctor,61,Male,D,,CUST-18816
Mahmoud Adel,Technician,62,Female,A,Land,CUST-18817
Mahmoud Mahmoud,Sales_Rep,41,Female,C,Vehicle,CUST-18818
Amira Hassan,Freelancer,49,Female,B,Land,CUST-18819
Sara Mahmoud,Accountant,44,Male,A,,CUST-18820
,Freelancer,41,Female,C,Vehicle,CUST-18821
Amira Mansour,Teacher,58,Male,D,,CUST-18822
Sherif El-Sayed,Sales_Rep,43,Female,B,,CUST-18823
Salma Ghanem,Doctor,55,Male,D,,CUST-18824
Mostafa Hassan,Engineer,62,Female,A,,CUST-18825
,Engineer,64,Male,D,Land,CUST-18826
Dina Mansour,Teacher,47,Female,B,Land,CUST-18827
,Teacher,65,Female,B,,CUST-18828
Tarek Saied,Accountant,57,Female,D,Vehicle,CUST-18829
Dina Kamel,Accountant,50,Female,D,,CUST-18830
Tarek Mahmoud,Teacher,34,Female,D,Vehicle,CUST-18831
Heba Ghanem,Doctor,48,Male,A,Land,CUST-18832
Mahmoud Ghanem,Technician,54,Male,B,Land,CUST-18833
Heba Mahmoud,Teacher,54,Female,A,Land,CUST-18834
Layla Ibrahim,Accountant,48,Female,B,Land,CUST-18835
Hoda Saied,Teacher,54,Male,C,Land,CUST-18836
,Sales_Rep,52,Male,D,,CUST-18837
Sara El-Sayed,Sales_Rep,60,Female,B,Vehicle,CUST-18838
Bassem Adel,Teacher,36,Male,D,Vehicle,CUST-18839
Hamdy Amr,Technician,30,Male,D,Land,CUST-18840
Mona Adel,Technician,51,Female,D,,CUST-18841
Heba Kamel,Technician,48,Male,B,Vehicle,CUST-18842
Khaled Reda,Accountant,49,Male,A,Vehicle,CUST-18843
Hoda Mahmoud,Engineer,52,Female,D,Land,CUST-18844
Salma Hamdy,Accountant,26,Male,A,Land,CUST-18845
Khaled Mansour,Accountant,29,Female,D,Land,CUST-18846
Karim Adel,Technician,42,Female,A,Vehicle,CUST-18847
Amira Saied,Sales_Rep,37,Female,A,Land,CUST-18848
Hamdy Saied,Sales_Rep,46,Female,A,Land,CUST-18849
Ahmed Mansour,Engineer,44,Male,D,,CUST-18850
Mahmoud Amr,Technician,36,Female,A,,CUST-18851
Heba Amr,Engineer,59,Male,B,Vehicle,CUST-18852
Mohamed Adel,Sales_Rep,55,Male,D,Vehicle,CUST-18853
Heba Mahmoud,Technician,24,Male,C,Land,CUST-18854
Sara Hamdy,Accountant,49,Male,A,Vehicle,CUST-18855
Mostafa Hassan,Freelancer,63,Female,B,Land,CUST-18856
Omar Hassan,Technician,51,Male,A,,CUST-18857
Ibrahim Ibrahim,Accountant,45,Female,D,Land,CUST-18858
Ahmed Hassan,Freelancer,57,Male,C,Vehicle,CUST-18859
Dina El-Sayed,Engineer,43,Male,B,Land,CUST-18860
Zaki Zaki,Technician,64,Female,A,Land,CUST-18861
Nabil El-Sayed,Freelancer,22,Male,D,Vehicle,CUST-18862
Bassem Abdel-Aziz,Engineer,22,Female,B,,CUST-18863
Zaki Fawzy,Engineer,40,Male,A,,CUST-18864
Bassem El-Sayed,Freelancer,40,Male,B,,CUST-18865
Fatma Kamel,Engineer,45,Female,A,Land,CUST-18866
Mostafa Reda,Teacher,55,Female,A,Vehicle,CUST-18867
Salma Kamel,Teacher,30,Female,B,Vehicle,CUST-18868
Tarek Adel,Freelancer,31,Female,A,Land,CUST-18869
Karim Adel,Freelancer,51,Female,C,,CUST-18870
Sara Abdel-Aziz,Accountant,56,Female,A,Vehicle,CUST-18871
Fatma Adel,Engineer,61,Female,D,,CUST-18872
Mohamed Nabil,Engineer,59,Male,C,,CUST-18873
Mahmoud Hassan,Teacher,57,Female,B,,CUST-18874
Wael Fawzy,Teacher,45,Female,A,Vehicle,CUST-18875
Dina Hassan,Technician,62,Male,C,Land,CUST-18876
Sara Zaki,Teacher,43,Female,A,,CUST-18877
Fatma Abdel-Aziz,Sales_Rep,49,Female,C,Vehicle,CUST-18878
Hassan Kamel,Engineer,28,Male,B,,CUST-18879
Karim Zaki,Sales_Rep,22,Male,B,,CUST-18880
Tarek Mahmoud,Doctor,37,Female,A,Vehicle,CUST-18881
Heba Amr,Freelancer,36,Female,C,,CUST-18882
Mohamed Ghanem,Freelancer,29,Female,C,Vehicle,CUST-18883
Heba Abdel-Aziz,Technician,34,Female,D,Vehicle,CUST-18884
,Technician,32,Female,A,Vehicle,CUST-18885
Ahmed Kamel,Engineer,61,Female,D,Vehicle,CUST-18886
Tarek Adel,Freelancer,27,Female,D,Land,CUST-18887
Hoda Saied,Doctor,44,Male,C,Vehicle,CUST-18888
Bassem Adel,Technician,34,Male,B,Land,CUST-18889
Hassan Ibrahim,Sales_Rep,34,Male,B,Vehicle,CUST-18890
Ibrahim Mahmoud,Teacher,35,Female,B,Land,CUST-18891
Salma Fawzy,Sales_Rep,54,Male,C,Land,CUST-18892
Layla Amr,Sales_Rep,56,Female,B,Vehicle,CUST-18893
Tarek Adel,Teacher,26,Male,A,Land,CUST-18894
Hassan Nabil,Doctor,26,Female,D,,CUST-18895
Mostafa Amr,Sales_Rep,32,Female,B,,CUST-18896
Hamdy Abdel-Aziz,Freelancer,25,Male,A,,CUST-18897
Sara Amr,Sales_Rep,30,Female,C,Land,CUST-18898
Hoda El-Sayed,Technician,32,Female,D,Vehicle,CUST-18899
Sara Mansour,Sales_Rep,23,Female,A,Land,CUST-18900
Omar Ghanem,Freelancer,47,Male,B,,CUST-18901
Karim Ghanem,Accountant,22,Male,A,Land,CUST-18902
Bassem Ghanem,Teacher,42,Male,B,Vehicle,CUST-18903
Mahmoud Ghanem,Technician,34,Male,A,Land,CUST-18904
Heba Saied,Freelancer,40,Female,A,Land,CUST-18905
Omar Ibrahim,Accountant,39,Female,B,,CUST-18906
Mahmoud Mansour,Freelancer,37,Female,A,Land,CUST-18907
Hoda Saied,Teacher,28,Male,B,,CUST-18908
Heba El-Sayed,Sales_Rep,26,Male,D,Vehicle,CUST-18909
Mahmoud Hamdy,Accountant,22,Male,B,Land,CUST-18910
Amira Zaki,Accountant,65,Male,C,,CUST-18911
Mostafa Ghanem,Freelancer,32,Female,C,Vehicle,CUST-18912
Amira Mansour,Sales_Rep,49,Male,C,Land,CUST-18913
Sara Hassan,Doctor,41,Male,B,Vehicle,CUST-18914
Hassan Adel,Freelancer,46,Male,A,Vehicle,CUST-18915
Khaled Hassan,Freelancer,34,Male,C,Land,CUST-18916
Salma Amr,Engineer,22,Male,B,,CUST-18917
Mostafa Adel,Sales_Rep,51,Female,D,Land,CUST-18918
Ibrahim Fawzy,Doctor,56,Female,D,Vehicle,CUST-18919
Mona Kamel,Technician,51,Male,D,,CUST-18920
Hoda Ghanem,Teacher,38,Female,D,,CUST-18921
Karim Mahmoud,Doctor,59,Male,C,,CUST-18922
Wael Reda,Freelancer,26,Female,B,,CUST-18923
Ahmed Hamdy,Doctor,43,Female,C,Land,CUST-18924
Mostafa Nabil,Doctor,54,Male,C,,CUST-18925
Bassem Amr,Accountant,39,Female,B,,CUST-18926
Heba Reda,Teacher,61,Male,A,,CUST-18927
Ibrahim Kamel,Freelancer,53,Female,D,,CUST-18928
Heba Mansour,Freelancer,22,Female,D,,CUST-18929
,Doctor,33,Female,A,Vehicle,CUST-18930
Amira Kamel,Accountant,58,Female,D,,CUST-18931
Omar Fawzy,Accountant,37,Female,C,,CUST-18932
Mona Zaki,Freelancer,59,Female,C,,CUST-18933
Mona Reda,Teacher,38,Male,A,Vehicle,CUST-18934
,Technician,42,Female,B,Vehicle,CUST-18935
Omar Mahmoud,Accountant,37,Male,D,Vehicle,CUST-18936
Tarek Zaki,Accountant,54,Male,A,Vehicle,CUST-18937
Amira Hamdy,Accountant,56,Male,A,,CUST-18938
Zaki Ghanem,Engineer,51,Male,A,Vehicle,CUST-18939
Sara Amr,Accountant,54,Male,B,Land,CUST-18940
Mostafa Zaki,Technician,38,Female,D,,CUST-18941
Dina Nabil,Doctor,44,Female,D,,CUST-18942
Zaki Fawzy,Freelancer,64,Female,B,,CUST-18943
Wael Hamdy,Freelancer,49,Male,C,Land,CUST-18944
Ibrahim Mahmoud,Freelancer,29,Female,B,Land,CUST-18945
Dina Nabil,Teacher,56,Male,D,Land,CUST-18946
Dina Amr,Engineer,41,Male,B,,CUST-18947
Omar Mansour,Engineer,65,Male,D,Land,CUST-18948
Khaled Saied,Freelancer,26,Female,B,Vehicle,CUST-18949
Hassan Fawzy,Teacher,58,Male,C,Vehicle,CUST-18950
Sherif Mahmoud,Teacher,24,Male,D,Vehicle,CUST-18951
Bassem El-Sayed,Freelancer,30,Male,A,,CUST-18952
Hamdy Zaki,Sales_Rep,32,Female,A,Vehicle,CUST-18953
Dina Amr,Doctor,23,Female,A,Vehicle,CUST-18954
Ahmed Hassan,Doctor,56,Female,B,,CUST-18955
Amira Ghanem,Freelancer,56,Female,C,Vehicle,CUST-18956
Hassan Mahmoud,Accountant,28,Female,B,Vehicle,CUST-18957
Ahmed Mansour,Engineer,55,Male,D,Vehicle,CUST-18958
,Engineer,34,Male,C,Vehicle,CUST-18959
Bassem Hassan,Doctor,57,Female,A,Land,CUST-18960
Ibrahim Kamel,Sales_Rep,36,Female,C,Land,CUST-18961
Fatma Abdel-Aziz,Accountant,34,Male,B,Land,CUST-18962
Nabil Ibrahim,Accountant,26,Female,D,,CUST-18963
Bassem Kamel,Freelancer,36,Male,B,Vehicle,CUST-18964
Ibrahim Fawzy,Freelancer,41,Male,C,,CUST-18965
Ibrahim Reda,Sales_Rep,44,Female,C,,CUST-18966
Khaled Saied,Teacher,40,Female,D,Land,CUST-18967
Wael Amr,Doctor,56,Male,B,Land,CUST-18968
Amira Mahmoud,Engineer,36,Male,C,,CUST-18969
Hassan Hamdy,Freelancer,29,Male,C,,CUST-18970
Tarek Nabil,Accountant,55,Female,C,Land,CUST-18971
Karim Saied,Technician,62,Female,D,Vehicle,CUST-18972
Sherif Hamdy,Teacher,41,Female,C,Land,CUST-18973
Mohamed Ghanem,Teacher,61,Female,B,,CUST-18974
Sherif Ghanem,Technician,23,Female,B,Land,CUST-18975
Ahmed Abdel-Aziz,Teacher,54,Male,C,Land,CUST-18976
,Accountant,49,Male,A,Vehicle,CUST-18977
Karim Kamel,Freelancer,40,Male,B,,CUST-18978
Wael Hassan,Doctor,52,Male,C,Vehicle,CUST-18979
Hamdy Ghanem,Teacher,63,Female,D,,CUST-18980
Layla Ghanem,Teacher,26,Female,C,Land,CUST-18981
Dina Ghanem,Accountant,63,Male,B,Land,CUST-18982
Sherif Ibrahim,Teacher,31,Female,C,Vehicle,CUST-18983
Tarek Saied,Freelancer,21,Male,B,Vehicle,CUST-18984
Mona Amr,Teacher,63,Male,D,Land,CUST-18985
Mona Fawzy,Teacher,41,Female,C,Land,CUST-18986
Amira Saied,Technician,34,Female,C,,CUST-18987
Hassan Fawzy,Engineer,28,Female,B,Land,CUST-18988
Hassan Ghanem,Teacher,56,Male,D,,CUST-18989
Ibrahim Adel,Freelancer,56,Female,A,Land,CUST-18990
Tarek Amr,Technician,61,Female,C,,CUST-18991
Ahmed Adel,Accountant,38,Female,D,Land,CUST-18992
Layla Abdel-Aziz,Accountant,49,Female,C,Vehicle,CUST-18993
Mona Ghanem,Sales_Rep,31,Male,A,Vehicle,CUST-18994
Karim Ghanem,Teacher,47,Female,D,,CUST-18995
Hassan Abdel-Aziz,Teacher,25,Female,D,,CUST-18996
Mahmoud Zaki,Freelancer,37,Female,D,,CUST-18997
Karim Ghanem,Technician,60,Female,D,,CUST-18998
Salma El-Sayed,Sales_Rep,54,Male,A,,CUST-18999
Salma Kamel,Sales_Rep,38,Female,C,,CUST-19000
Salma Abdel-Aziz,Technician,43,Male,B,Land,CUST-19001
Omar Ghanem,Doctor,56,Female,B,Land,CUST-19002
Tarek Fawzy,Teacher,27,Female,C,Land,CUST-19003
Sara Hassan,Accountant,28,Male,A,,CUST-19004
Mohamed Ibrahim,Freelancer,26,Female,C,Vehicle,CUST-19005
Hamdy Ghanem,Engineer,27,Male,C,Land,CUST-19006
Sara Kamel,Technician,54,Female,C,Land,CUST-19007
Omar Saied,Engineer,43,Male,A,Land,CUST-19008
Fatma El-Sayed,Sales_Rep,42,Female,A,Vehicle,CUST-19009
Mahmoud Adel,Freelancer,51,Male,D,,CUST-19010
Bassem Hassan,Doctor,27,Male,D,Vehicle,CUST-19011
Salma Reda,Accountant,59,Male,D,,CUST-19012
Layla Mahmoud,Freelancer,33,Male,A,,CUST-19013
Bassem Fawzy,Doctor,41,Male,D,Land,CUST-19014
Tarek El-Sayed,Technician,61,Female,B,Land,CUST-19015
Karim Adel,Freelancer,27,Female,A,,CUST-19016
Mahmoud Saied,Engineer,58,Female,C,Land,CUST-19017
Bassem Mahmoud,Sales_Rep,33,Male,A,Vehicle,CUST-19018
Mostafa Hamdy,Teacher,55,Male,D,Land,CUST-19019
Omar Fawzy,Freelancer,33,Male,C,,CUST-19020
Heba Kamel,Accountant,22,Female,C,Land,CUST-19021
Mohamed Ibrahim,Sales_Rep,62,Female,A,,CUST-19022
Bassem Reda,Doctor,34,Male,C,Land,CUST-19023
,Accountant,23,Female,D,,CUST-19024
Fatma El-Sayed,Teacher,55,Female,D,,CUST-19025
Hassan Hassan,Doctor,61,Female,D,Land,CUST-19026
Tarek Mahmoud,Freelancer,45,Male,B,Vehicle,CUST-19027
Bassem Hassan,Doctor,56,Male,D,,CUST-19028
Fatma Zaki,Doctor,31,Female,B,,CUST-19029
Sara Hamdy,Sales_Rep,27,Female,B,Land,CUST-19030
Karim Saied,Technician,34,Male,A,Land,CUST-19031
Hassan Reda,Doctor,45,Female,B,,CUST-19032
Salma Mahmoud,Doctor,44,Male,D,Land,CUST-19033
Amira Hassan,Sales_Rep,54,Female,C,Land,CUST-19034
Mona Fawzy,Doctor,29,Male,D,,CUST-19035
Heba El-Sayed,Freelancer,38,Female,B,Land,CUST-19036
Omar Nabil,Freelancer,35,Male,B,Vehicle,CUST-19037
Bassem Abdel-Aziz,Sales_Rep,36,Male,D,Land,CUST-19038
Tarek Ibrahim,Accountant,39,Male,D,,CUST-19039
Ahmed Hamdy,Teacher,24,Female,A,,CUST-19040
Dina Kamel,Accountant,64,Male,C,Vehicle,CUST-19041
Ibrahim Zaki,Sales_Rep,50,Female,D,Vehicle,CUST-19042
,Teacher,46,Male,B,,CUST-19043
,Sales_Rep,28,Male,C,,CUST-19044
Mostafa Mahmoud,Freelancer,59,Female,D,,CUST-19045
Mohamed Hassan,Technician,65,Female,D,,CUST-19046
Fatma Zaki,Technician,55,Female,B,,CUST-19047
Sherif Hamdy,Technician,29,Female,D,Land,CUST-19048
Tarek Nabil,Freelancer,47,Male,B,Vehicle,CUST-19049
Dina Amr,Doctor,61,Male,A,,CUST-19050
Mohamed Amr,Technician,37,Male,B,,CUST-19051
Bassem Ghanem,Sales_Rep,35,Female,B,Vehicle,CUST-19052
Mohamed El-Sayed,Sales_Rep,23,Male,D,,CUST-19053
Mona El-Sayed,Freelancer,39,Female,C,,CUST-19054
Salma Amr,Freelancer,54,Male,C,Land,CUST-19055
Ahmed Zaki,Sales_Rep,32,Female,C,Vehicle,CUST-19056
Mohamed Saied,Accountant,51,Male,A,,CUST-19057
,Teacher,65,Female,D,,CUST-19058
Sherif Saied,Sales_Rep,47,Female,C,,CUST-19059
Mona Hassan,Accountant,49,Female,B,Vehicle,CUST-19060
Ibrahim Hassan,Accountant,62,Female,B,,CUST-19061
Layla Mahmoud,Freelancer,41,Male,B,Land,CUST-19062
Mahmoud Hamdy,Sales_Rep,61,Female,D,,CUST-19063
Wael Hamdy,Teacher,50,Female,B,Land,CUST-19064
Hoda Ghanem,Freelancer,36,Female,D,Vehicle,CUST-19065
Omar Mansour,Accountant,51,Male,A,,CUST-19066
Khaled Amr,Engineer,51,Male,B,,CUST-19067
Wael Zaki,Sales_Rep,43,Female,D,Land,CUST-19068
Khaled Fawzy,Doctor,22,Female,C,Vehicle,CUST-19069
Nabil Zaki,Engineer,45,Female,B,Vehicle,CUST-19070
Mahmoud Reda,Technician,30,Male,D,,CUST-19071
Khaled Fawzy,Doctor,47,Male,A,Vehicle,CUST-19072
Sherif Hamdy,Accountant,57,Female,D,,CUST-19073
Fatma Mansour,Freelancer,49,Female,A,,CUST-19074
Mohamed Ghanem,Accountant,48,Male,B,,CUST-19075
Hamdy Hassan,Technician,35,Male,A,Land,CUST-19076
Tarek Hassan,Accountant,52,Female,A,Land,CUST-19077
Fatma Fawzy,Freelancer,49,Male,C,Land,CUST-19078
Nabil Kamel,Accountant,45,Female,A,,CUST-19079
Salma Mansour,Sales_Rep,51,Female,C,,CUST-19080
Bassem Adel,Sales_Rep,53,Male,D,Land,CUST-19081
Layla Amr,Doctor,57,Male,B,Land,CUST-19082
Heba Kamel,Teacher,63,Male,B,Vehicle,CUST-19083
Karim Reda,Accountant,57,Female,D,,CUST-19084
Omar Fawzy,Technician,39,Female,C,Vehicle,CUST-19085
Hoda Hamdy,Accountant,27,Male,D,Vehicle,CUST-19086
Sara Amr,Doctor,41,Male,C,Land,CUST-19087
Mona Kamel,Accountant,53,Female,D,Land,CUST-19088
Mahmoud Mahmoud,Technician,56,Female,A,Vehicle,CUST-19089
Karim Zaki,Freelancer,25,Female,D,Vehicle,CUST-19090
,Engineer,21,Male,A,,CUST-19091
Hamdy El-Sayed,Technician,32,Female,A,Vehicle,CUST-19092
,Teacher,43,Female,B,Land,CUST-19093
Khaled Saied,Engineer,35,Female,C,,CUST-19094
Dina Mansour,Technician,26,Male,B,Land,CUST-19095
Hamdy Saied,Engineer,23,Female,D,,CUST-19096
Mostafa Hassan,Sales_Rep,33,Male,A,Vehicle,CUST-19097
Layla El-Sayed,Teacher,32,Male,D,Vehicle,CUST-19098
Salma El-Sayed,Sales_Rep,50,Female,C,,CUST-19099
Mona Abdel-Aziz,Sales_Rep,28,Male,A,,CUST-19100
Sherif Kamel,Freelancer,52,Male,C,Land,CUST-19101
Zaki Mahmoud,Technician,30,Female,C,Vehicle,CUST-19102
Karim Mahmoud,Teacher,28,Female,D,,CUST-19103
Fatma Zaki,Accountant,28,Female,D,Land,CUST-19104
Fatma Nabil,Technician,58,Male,B,Vehicle,CUST-19105
Sherif Nabil,Sales_Rep,49,Female,D,Vehicle,CUST-19106
Hoda Amr,Accountant,47,Male,A,Land,CUST-19107
Heba Abdel-Aziz,Freelancer,47,Female,C,,CUST-19108
Hamdy Saied,Sales_Rep,22,Female,D,Vehicle,CUST-19109
Fatma Ibrahim,Technician,45,Female,A,Vehicle,CUST-19110
,Technician,28,Female,A,,CUST-19111
Amira Zaki,Engineer,54,Female,D,Land,CUST-19112
Sherif Mahmoud,Accountant,47,Male,B,Land,CUST-19113
Sara Ghanem,Accountant,39,Female,B,,CUST-19114
Omar Amr,Doctor,53,Female,C,Land,CUST-19115
Hoda Mahmoud,Sales_Rep,61,Male,D,,CUST-19116
Dina Fawzy,Freelancer,31,Female,A,Land,CUST-19117
Karim Reda,Doctor,51,Female,C,,CUST-19118
,Sales_Rep,31,Female,C,Vehicle,CUST-19119
Mona Mansour,Engineer,63,Male,D,,CUST-19120
Salma Mahmoud,Freelancer,57,Female,A,Vehicle,CUST-19121
Hoda El-Sayed,Doctor,42,Male,D,Vehicle,CUST-19122
Tarek El-Sayed,Engineer,39,Female,B,Land,CUST-19123
Ahmed Hamdy,Sales_Rep,25,Male,A,,CUST-19124
Hamdy Adel,Technician,55,Male,A,Vehicle,CUST-19125
Karim Ghanem,Sales_Rep,56,Female,D,Land,CUST-19126
Zaki Amr,Sales_Rep,61,Female,A,Vehicle,CUST-19127
Wael Mahmoud,Teacher,41,Male,D,Vehicle,CUST-19128
Sara El-Sayed,Sales_Rep,64,Male,A,Land,CUST-19129
Wael Reda,Teacher,53,Male,A,Vehicle,CUST-19130
Sara Ghanem,Accountant,26,Male,B,Vehicle,CUST-19131
Bassem Amr,Sales_Rep,47,Female,B,,CUST-19132
Hoda Zaki,Technician,48,Male,A,Vehicle,CUST-19133
Mohamed Hamdy,Engineer,55,Male,C,Land,CUST-19134
Nabil Nabil,Sales_Rep,42,Male,D,Land,CUST-19135
Fatma Mahmoud,Engineer,38,Female,B,,CUST-19136
Hoda Fawzy,Technician,47,Female,C,Vehicle,CUST-19137
Mahmoud Hamdy,Technician,23,Male,B,Vehicle,CUST-19138
Heba Mansour,Accountant,64,Female,D,Vehicle,CUST-19139
Omar Kamel,Sales_Rep,44,Female,A,Land,CUST-19140
Karim Fawzy,Doctor,26,Male,A,Land,CUST-19141
Heba Zaki,Engineer,56,Female,B,Vehicle,CUST-19142
Fatma Reda,Doctor,44,Male,D,,CUST-19143
Mohamed Reda,Accountant,37,Male,D,Vehicle,CUST-19144
Sherif Saied,Accountant,53,Female,A,Land,CUST-19145
Heba Hassan,Engineer,48,Female,B,Land,CUST-19146
,Engineer,61,Male,A,,CUST-19147
Tarek Adel,Doctor,45,Female,C,,CUST-19148
Heba Hamdy,Sales_Rep,33,Male,B,Vehicle,CUST-19149
Hamdy Reda,Technician,53,Male,B,Vehicle,CUST-19150
Mohamed Adel,Teacher,58,Female,A,,CUST-19151
Amira Adel,Engineer,57,Female,B,Land,CUST-19152
Salma Mansour,Accountant,21,Male,A,Vehicle,CUST-19153
Hoda Abdel-Aziz,Technician,40,Female,D,Vehicle,CUST-19154
Mohamed Zaki,Sales_Rep,42,Female,D,Vehicle,CUST-19155
Ahmed Hassan,Accountant,37,Male,D,,CUST-19156
Mahmoud Mansour,Accountant,45,Male,D,Vehicle,CUST-19157
Bassem El-Sayed,Technician,42,Female,D,Land,CUST-19158
Hoda Hamdy,Accountant,42,Male,B,Vehicle,CUST-19159
Salma Mansour,Freelancer,34,Male,D,Vehicle,CUST-19160
Ahmed El-Sayed,Sales_Rep,63,Male,B,Land,CUST-19161
Sara Reda,Technician,21,Female,C,Land,CUST-19162
Bassem Reda,Doctor,40,Male,C,Land,CUST-19163
Hoda Adel,Teacher,23,Male,D,Vehicle,CUST-19164
Nabil Saied,Accountant,25,Female,D,Vehicle,CUST-19165
Mostafa Ghanem,Freelancer,43,Female,B,,CUST-19166
Bassem Hamdy,Accountant,39,Female,B,,CUST-19167
Ahmed Saied,Technician,30,Male,C,Vehicle,CUST-19168
Omar El-Sayed,Sales_Rep,63,Female,B,Land,CUST-19169
Wael Reda,Technician,58,Female,B,Land,CUST-19170
Mona Ibrahim,Teacher,29,Female,D,Land,CUST-19171
Hoda Mahmoud,Sales_Rep,52,Male,B,,CUST-19172
Bassem Zaki,Doctor,22,Male,A,Land,CUST-19173
Hassan El-Sayed,Teacher,65,Male,D,,CUST-19174
Salma Saied,Doctor,56,Female,C,,CUST-19175
Salma El-Sayed,Teacher,42,Male,B,,CUST-19176
Ahmed Zaki,Engineer,61,Female,B,Land,CUST-19177
,Teacher,33,Female,D,Vehicle,CUST-19178
Ibrahim Amr,Doctor,48,Female,C,Land,CUST-19179
Ahmed Ibrahim,Engineer,46,Male,C,Vehicle,CUST-19180
Hassan Reda,Sales_Rep,22,Female,A,Land,CUST-19181
Hoda Nabil,Accountant,52,Female,D,Land,CUST-19182
Tarek Fawzy,Sales_Rep,28,Male,A,Land,CUST-19183
Hoda Reda,Doctor,50,Male,C,,CUST-19184
Nabil Kamel,Engineer,50,Male,D,Land,CUST-19185
Sara Ghanem,Technician,23,Male,D,Vehicle,CUST-19186
Mohamed Mansour,Engineer,44,Male,B,,CUST-19187
Zaki Abdel-Aziz,Sales_Rep,48,Female,C,Land,CUST-19188
Omar Nabil,Accountant,33,Male,D,Land,CUST-19189
Amira Abdel-Aziz,Engineer,55,Male,C,Land,CUST-19190
Khaled Amr,Technician,52,Male,B,,CUST-19191
Salma Zaki,Freelancer,38,Female,C,Vehicle,CUST-19192
Zaki Mansour,Doctor,38,Female,B,,CUST-19193
Hassan Saied,Freelancer,63,Male,D,Land,CUST-19194
Wael Adel,Technician,54,Male,D,Land,CUST-19195
Mostafa Hassan,Accountant,38,Male,C,,CUST-19196
Salma Adel,Engineer,37,Female,D,Vehicle,CUST-19197
Wael Mahmoud,Sales_Rep,46,Male,D,Land,CUST-19198
Salma Amr,Sales_Rep,58,Female,D,Vehicle,CUST-19199
Mostafa Ibrahim,Freelancer,55,Male,B,,CUST-19200
Bassem Nabil,Freelancer,50,Female,D,,CUST-19201
Fatma Hamdy,Engineer,47,Male,B,Land,CUST-19202
Dina Hamdy,Engineer,46,Female,A,Vehicle,CUST-19203
Hassan Amr,Sales_Rep,30,Male,B,,CUST-19204
Wael Saied,Sales_Rep,55,Male,D,Vehicle,CUST-19205
Ahmed Reda,Accountant,23,Male,C,Vehicle,CUST-19206
Hoda Adel,Engineer,22,Male,A,Land,CUST-19207
Wael El-Sayed,Engineer,29,Female,A,,CUST-19208
Sara Kamel,Technician,24,Female,B,Land,CUST-19209
